PLAYER,AGE,TM,MAIN POS,OTHER POS,W,L,IP,HA,BB,K,ER,SV,ERA,WHIP,K/9,QS,GS,G,HRA,WERTH Roto Value,Pos-Adjusted WERTH Value,ADP
Gregory Soto,31,PIT,RP,,3.361767483,2.817175652,60,53.22776532,24.66932507,64.21185437,24.59874513,4.2299,3.689811769,1.29828484,9.631778156,0,0,63,5.262451367,-5.007628192,-1.449913662,
Kyle Finnegan,34,DET,RP,,3.442483197,2.606022692,61,56.2421822,21.07320811,57.56032107,26.574861,6.5374,3.920881131,1.267465415,8.492506387,0,0.3,60,7.00547136,-5.011655166,-1.453940636,307
Justin Sterner,29,ATH,RP,,3.411571573,2.885646542,64,57.88190003,22.96265825,67.4621431,30.36249821,8.5478,4.269726311,1.263196223,9.486863874,0,0.3,60,10.043773,-5.048717228,-1.491002698,382
Andrew Nardi,27,MIA,RP,,2.857738136,1.99107833,52,43.13691316,20.18262611,63.5705078,20.74033086,0.25,3.589672649,1.217683448,11.00258789,0,0,51,6.27153037,-5.051912609,-1.494198079,
Angel Zerpa,26,MIL,RP,,3.32298517,2.733355405,62,56.58299499,20.32437738,53.22058414,24.43837519,0,3.547506076,1.24044149,7.725568666,0,1.5,60,6.245131978,-5.11072559,-1.55301106,
Cade Cavalli,27,WSN,SP,,6.288130191,7.908142114,128,126.0747248,43.37002642,109.3710261,60.64784155,0,4.264301359,1.323787119,7.690150274,10,24.784,22,14.63730175,-5.163504359,-2.772744365,392
Paul Sewald,35,ARI,RP,,2.761805783,1.969040356,52,46.95896954,16.94335138,56.1275644,25.01212523,10.0042,4.329021674,1.228890787,9.714386145,0,0.3,51,8.104526395,-5.177854267,-1.620139737,
Ben Brown,26,CHC,SP,RP,3.267832635,3.767266979,63,56.07456824,21.82455555,56.43444276,25.77510913,0.1,3.682158448,1.236494028,8.062063251,0,5.824,35,7.18165764,-5.187522782,-2.796762787,
Bennett Sousa,30,HOU,RP,,2.923479465,1.921343019,48,41.16010128,16.94494409,50.28977338,18.93543724,1.05,3.550394483,1.210521779,9.429332508,0,0,48,5.778737484,-5.221008827,-1.663294297,650
Drew Pomeranz,37,LAA,RP,,2.736438002,2.445567725,55,48.33951088,19.05759873,61.53641067,24.22327069,3.6627,3.963807932,1.225401993,10.06959447,0,1.2,57,7.489944124,-5.240366979,-1.682652449,578
Keegan Akin,30,BAL,RP,,3.649677737,2.656273462,65,59.01928836,23.48717321,64.61354262,29.06602828,3.0935,4.024526993,1.269330178,8.946490516,0,0.9,63,8.912835079,-5.262764028,-1.705049498,
Jordan Leasure,27,CHW,RP,,3.183725874,3.162850719,62,52.39359827,27.2771697,69.63172902,28.04860424,4.9855,4.071571583,1.285012387,10.10783163,0,0.3,63,8.652048412,-5.274713632,-1.716999103,363
Mason Montgomery,25,PIT,RP,,3.103263847,2.900206905,67,59.09344338,28.13723347,69.51031871,27.77670946,1.4149,3.731199778,1.301950401,9.337206991,0,3.3,55,7.433735545,-5.297663778,-1.739949248,
Hunter Barco,25,PIT,SP,,4.658826387,5.650275296,88,81.49051718,33.36537101,77.62839159,39.50488111,0,4.040271932,1.305180548,7.939267322,9,14.068,37,9.708394433,-5.325544668,-2.934784674,
Lucas Erceg,30,KC,RP,,3.728102389,2.597409256,60,55.55527348,22.48821825,56.47976417,25.90401348,4.0609,3.885602022,1.300724862,8.471964625,0,0,60,5.647303239,-5.331426195,-1.773711665,456
Blake Treinen,37,LAD,RP,,3.199589883,1.643200262,50,43.41718693,18.34325198,57.35768127,21.00269763,0.7763,3.780485574,1.235208778,10.32438263,0,0.3,50,6.179026436,-5.337977725,-1.780263195,664
Mark Leiter Jr.,34,ATH,RP,,3.64141957,2.824293554,60,55.83920727,22.8860415,67.81196797,27.80185907,6.1104,4.170278861,1.31208748,10.1717952,0,0.3,59,7.917447566,-5.341098115,-1.783383586,
Brooks Raley,37,NYM,RP,,3.256580325,2.228720495,53,47.02045349,18.28600773,55.92497025,22.80697142,1.2688,3.872881938,1.232197382,9.496693061,0,0.3,54,6.593555692,-5.368428362,-1.810713833,634
Simeon Woods Richardson,25,MIN,SP,,7.33322821,8.804968618,131,125.5004211,48.51137954,116.0022689,65.21162388,0,4.4801879,1.328334356,7.969621529,10,24.36,29,19.00124729,-5.370505418,-2.979745424,357
Corbin Burnes,31,ARI,SP,,3.657867068,3.581884074,74,68.2664474,25.0626356,47.72168446,30.42581769,0,3.700437287,1.261203824,5.803988651,8,11.796,12,7.550726782,-5.371340997,-2.980581002,377
Kirby Yates,38,LAA,RP,,2.725453437,2.450411346,52,42.88031228,23.88699361,63.93409114,23.64688673,6.5669,4.092730396,1.283986652,11.06551577,0,0,53,6.973992391,-5.371824754,-1.814110224,324
Graham Ashcraft,28,CIN,RP,,3.903469629,3.919979261,65,62.19039756,22.27222258,55.31347285,27.48981291,1.8097,3.806281787,1.299424925,7.658788548,0,0,64,6.882802659,-5.405234294,-1.847519764,
Eduardo Rodriguez,32,ARI,SP,,7.686480941,9.067762978,131,130.8269877,44.67233111,114.9478232,65.23778863,0,4.481985479,1.339689457,7.897178696,10,23.236,29,17.90219956,-5.434977087,-3.044217092,456
Seth Lugo,36,KC,SP,,8.670924494,9.5324672,152,153.1916186,50.14267329,129.6711921,77.34587474,0,4.579689951,1.337725605,7.677899532,12,26.408,27,22.42699666,-5.456630618,-3.065870624,317
Kody Funderburk,29,MIN,RP,,3.579881406,2.263955086,65,60.52664579,26.3260655,60.1093469,27.49469627,3.6898,3.806957945,1.336195558,8.322832648,0,0.6,56,5.617722707,-5.463174559,-1.905460029,
Cody Bradford,28,TEX,SP,,3.888050574,4.695530796,71,68.40306968,17.56023802,57.20364604,33.00188829,0,4.183337953,1.210750813,7.251166399,8,9.82,29,10.85646672,-5.465809304,-3.07504931,
Aaron Bummer,32,ATL,RP,,3.274370099,2.417807672,57,53.08828815,21.30666903,60.2787572,22.89700048,0,3.615315865,1.305174687,9.517698506,0,0.3,52,4.30822174,-5.473640991,-1.915926461,
Ryan Weiss,29,HOU,SP,,5.389788069,6.530130445,104,97.05756163,38.1862011,87.9801377,49.77460379,0,4.307417636,1.300420795,7.613665762,11,13.844,39,13.68639231,-5.47871114,-3.087951146,
Brusdar Graterol,27,LAD,RP,,2.77042167,1.452731978,46,42.30230437,12.41570074,34.95079291,17.39625572,0,3.40361525,1.18952185,6.838198613,0,0,46,4.090136874,-5.490966229,-1.933251699,
Brant Hurter,27,DET,RP,,3.174213604,2.897987035,63,59.70596906,19.89181087,50.86519486,25.79276592,0.2,3.684680846,1.263456824,7.266456409,0,3.6,46,6.19410634,-5.497260794,-1.939546264,
Luis Severino,32,ATH,SP,,8.917415196,10.15846596,161,162.171879,51.37577493,129.1420979,82.57328571,0,4.615897959,1.326382943,7.219123485,13,27.532,28,23.61367695,-5.5053762,-3.114616206,411
Tanner Banks,34,PHI,RP,,3.403218196,2.408126054,62,58.92796098,17.45128943,56.82949515,27.58178722,0.1,4.003807822,1.231923394,8.249442844,0,0.6,61,8.139457254,-5.527308875,-1.969594345,
Luis Gil,27,NYY,SP,,6.155563428,5.561668921,97,83.10767951,47.28132294,92.17846049,46.79360282,0,4.341674489,1.34421652,8.552640664,10,13.468,36,13.98008825,-5.567142034,-3.17638204,298
Erik Sabrowski,28,CLE,RP,,2.81811636,2.454530185,56,44.49572591,29.91841885,73.42623428,23.59742,1,3.792442501,1.328824014,11.80064479,0,0.3,53,6.400927705,-5.576637046,-2.018922516,
Jordan Romano,32,LAA,RP,,2.868395906,2.798501412,56,49.62855048,20.67112468,61.26785814,25.94591409,3.7627,4.169879051,1.255351342,9.846620058,0,0,55,7.916740687,-5.593312663,-2.035598133,
Tommy Nance,34,TOR,RP,,2.960971722,1.884151843,56,52.68822538,17.45954562,54.84752225,23.60211706,0,3.793197385,1.252638768,8.814780362,0,0.3,50,6.094964638,-5.605858354,-2.048143824,
Ryan Thompson,33,ARI,RP,,3.329471392,2.525086146,59,57.93181241,17.84445476,51.35645377,25.91770304,3.363,3.953547922,1.284343511,7.834035321,0,0,57,5.872258218,-5.615703239,-2.057988709,
Hoby Milner,35,CHC,RP,,3.32675291,2.419327253,60,58.45243696,17.61358415,51.97610508,25.30903652,0,3.796355478,1.267767018,7.796415762,0,0,61,6.602673604,-5.626734622,-2.069020092,
Jeffrey Springs,33,ATH,SP,,8.882911967,10.30174921,156,156.1783461,49.8321262,133.8117619,82.24692599,0,4.745014961,1.32057995,7.719909342,11,28.132,29,26.36297934,-5.645068194,-3.2543082,396
Joe Boyle,26,TB,SP,,4.548140792,5.860646302,87,71.82403087,46.91139022,84.71421822,38.79158175,0,4.01292225,1.364774955,8.763539816,8,14.668,26,9.584334289,-5.663923856,-3.273163862,439
Erik Miller,28,SF,RP,,3.261710163,2.368206677,58,49.35505529,30.42101722,60.50890733,23.98380751,3.49,3.721625304,1.375449526,9.389313206,0,0.9,56,5.301592173,-5.671062556,-2.113348026,
Braydon Fisher,25,TOR,RP,,3.098141849,1.886791805,53,44.88957361,23.31777324,56.44932005,22.29558616,0.15,3.786042934,1.286931073,9.585733594,0,0.3,54,6.42624051,-5.701614933,-2.143900403,
Victor Vodnik,26,COL,RP,,3.087886044,3.185271688,62,61.74531418,29.3776485,57.75272329,30.53511532,20.4309,4.432516741,1.469725204,8.383459832,0,0,59,6.793944854,-5.705269249,-2.147554719,384
Tony Santillan,28,CIN,RP,,3.304426545,2.997598192,68,60.7707911,29.14947432,71.9843172,32.11922637,4.9694,4.251074079,1.322356844,9.5273361,0,0,71,9.497079973,-5.710780628,-2.153066098,384
Justin Slaten,28,BOS,RP,,3.430873111,2.571889365,56,52.53989397,18.8736656,54.39777179,24.74175173,0.95,3.976352957,1.275242135,8.742499038,0,0.3,50,6.954914279,-5.7163505,-2.15863597,609
Tyler Kinley,35,ATL,RP,,3.484200144,2.686047114,61,53.09760152,25.7583035,64.2038008,27.53290948,0.6,4.062232546,1.292719754,9.472691922,0,0,63,7.841396099,-5.738111459,-2.180396929,
Brendon Little,29,TOR,RP,,3.222865008,2.217929793,56,47.92708717,29.39916875,57.68984993,21.35960164,0.1,3.43279312,1.380825999,9.271583024,0,0,61,4.449676335,-5.746798143,-2.189083613,646
Yennier Cano,31,BAL,RP,,3.304468459,2.741323642,60,56.77177093,21.41629182,52.06839745,25.58834259,1.3478,3.838251389,1.303134379,7.810259617,0,0,62,5.852323118,-5.766346165,-2.208631635,
Matt Festa,32,CLE,RP,,3.173393557,2.645274294,58,52.32751913,20.77226947,57.91225935,25.96541162,0.15,4.029115596,1.260341183,8.986385072,0,0,58,7.65835208,-5.774480689,-2.21676616,
Cristian Javier,28,HOU,SP,,7.277661262,8.286741206,131,119.6117419,53.43214412,123.4026047,68.78592851,0,4.725750814,1.320945695,8.478041542,9,24.908,22,22.53073092,-5.793270324,-3.40251033,386
Brad Keller,30,PHI,RP,,3.713368734,2.883937749,72,67.33917761,28.7437757,63.24418084,32.17700246,2.4093,4.022125308,1.334485463,7.905522605,0,2.4,61,8.025940859,-5.802742134,-2.245027604,403
Mason Englert,26,TB,RP,,2.750540673,2.643661705,63,60.32205467,18.25907867,58.01449694,28.36077904,0.5076,4.051539863,1.247319577,8.287785277,0,1.5,49,8.314219899,-5.820173415,-2.262458885,
Jack Dreyer,27,LAD,RP,SP,2.965925317,1.902912559,57,51.10792613,21.04215712,51.54278314,24.8565576,0.55,3.924719622,1.265790934,8.13833418,0,1.2,57,7.408779991,-5.846386909,-2.288672379,600
Janson Junk,30,MIA,SP,RP,4.787038551,5.805388197,95,99.77407255,20.81327776,62.62633571,45.66505185,0.1,4.326162807,1.26934053,5.933021278,0,11.62,37,12.60096035,-5.856204945,-3.465444951,
Calvin Faucher,30,MIA,RP,,3.01368643,2.854562002,61,57.4459652,25.82315928,61.5576682,27.7534378,6.445,4.094769511,1.365067614,9.082278915,0,0.3,62,6.798113664,-5.870606676,-2.312892146,466
Elvis Alvarado,27,ATH,RP,,3.202478036,2.209485124,60,52.60418224,27.69504516,64.78413566,27.59605993,3.7552,4.13940899,1.338320457,9.717620349,0,0,54,7.563350811,-5.878599997,-2.320885468,
Kyle Leahy,28,STL,RP,,5.769516781,8.388949366,108,108.7645222,36.7495565,89.9298049,51.87609542,0.1,4.323007952,1.347352581,7.494150408,0,11.916,53,13.31601575,-5.883459051,-2.325744522,485
Anthony Bender,31,MIA,RP,,3.04817574,2.798025411,57,52.63753777,21.74260686,54.47269997,24.96708778,1.709,3.942171755,1.304914818,8.600952627,0,0,56,6.142950086,-5.88973957,-2.33202504,
Kevin Kelly,28,TB,RP,,2.408282637,2.146302293,49,46.93480384,12.03800416,37.61242387,20.37006785,0,3.741441033,1.203526694,6.908404384,0,0.3,48,5.490325968,-5.894805644,-2.337091114,
J.T. Ginn,26,ATH,SP,RP,4.211822538,5.011503055,82,78.82931521,29.0446179,67.20563275,37.72008446,0,4.14000927,1.31553577,7.376227984,8,12.944,30,9.781812626,-5.908911694,-3.5181517,
Luis Morales,23,ATH,SP,,6.470103574,8.277490395,117,110.8744797,44.45433006,99.39509615,59.1445415,0,4.549580116,1.327596665,7.645776627,10,19.988,29,17.67539541,-5.923717118,-3.532957123,405
Patrick Sandoval,29,BOS,SP,,4.762865271,5.606035168,88,83.83657962,36.55268377,71.33112955,39.27701323,0,4.016967262,1.368059811,7.295229158,9,12.044,38,8.820006153,-5.931070816,-3.540310822,
Johan Oviedo,27,BOS,SP,,5.342638396,6.065503038,99,91.36291726,42.67691296,89.56338073,47.4443068,0,4.3131188,1.353937679,8.142125521,9,16.416,32,12.65142721,-5.941932039,-3.551172045,422
Brent Headrick,28,NYY,RP,,2.637826692,2.08996841,53,48.00693939,17.31136831,50.29083986,23.58555081,0,4.005093534,1.2324209,8.539953939,0,2.1,42,7.462342406,-5.944294517,-2.386579987,
David Morgan,26,SD,RP,,2.898751948,2.525292225,59,52.46345999,24.11077903,60.81561902,25.95718244,0,3.959570203,1.297868458,9.276958833,0,0.3,52,7.058699534,-5.945263939,-2.38754941,
Jovani Moran,28,BOS,RP,,2.833243024,2.078488976,52,46.22010209,22.14926703,56.23902591,22.05677019,0,3.817517918,1.31479556,9.733677561,0,0.9,47,5.206722514,-5.980265758,-2.422551228,
Brandon Sproat,25,MIL,SP,,4.35595864,5.984987099,90,84.74040093,33.48992568,62.41513378,41.24526564,0,4.124526564,1.313670296,6.241513378,8,15.568,31,10.51844492,-5.987015532,-3.596255538,463
Sean Newcomb,32,CHW,RP,SP,3.17330917,3.939881417,70,65.71357389,28.03468821,65.88470953,31.0659527,1.3442,3.994193918,1.339260887,8.470891226,0,2.524,53,7.744314805,-5.990240579,-2.432526049,
Jonah Tong,22,NYM,SP,,2.857991551,3.133174703,52,44.69149575,22.04361774,38.98461283,21.03629627,0,3.640897431,1.283367567,6.747336835,5,9.648,18,5.563135038,-5.994126336,-3.603366342,359
Aaron Civale,30,ATH,SP,RP,6.879130745,8.523102271,124,122.9268454,39.63477142,108.1095624,65.25313777,0.1,4.736114838,1.310980781,7.846661788,9,22.86,24,20.60833704,-5.996076696,-3.605316702,
Jakob Junis,33,TEX,RP,,3.016396255,3.016751286,66,64.41753232,17.39362114,54.04869615,31.030878,0.4961,4.231483364,1.239562931,7.370276747,0,1.2,57,9.129534711,-6.016099893,-2.458385363,
Justin Topa,34,MIN,RP,,3.238597329,2.816395137,59,59.82543414,18.53608335,49.78247332,27.06720747,4.4398,4.128896055,1.328161313,7.593936608,0,0.3,56,5.784623348,-6.04384365,-2.48612912,
Sam Hentges,29,SF,RP,,2.206039705,1.703352537,43,40.09607059,14.11068542,41.55113991,17.14865231,0,3.58925281,1.260622233,8.696750213,0,0.3,44,3.951635726,-6.046675279,-2.488960749,
Richard Fitts,26,STL,SP,,5.782532328,8.245086842,118,118.8515549,36.40885322,89.54373557,58.68094707,0,4.475665454,1.31576617,6.82960695,9,22.336,28,16.75245124,-6.049734128,-3.658974133,
Adrian Houser,33,SF,SP,,7.469091252,8.80842149,140,144.8389031,46.55531118,101.5135362,68.23938571,0,4.386817653,1.367101531,6.525870183,11,24.784,25,15.77209371,-6.052856151,-3.662096157,454
Jacob Latz,29,TEX,RP,SP,4.854437635,6.017545238,96,86.69016112,43.97492757,89.18379345,45.83771452,0.1,4.297285736,1.361094674,8.360980636,0,9.868,45,12.74660666,-6.082047181,-2.524332651,
Connelly Early,23,BOS,SP,,2.817830602,2.785641196,57,53.03676993,21.46943359,47.11625204,23.89906073,0,3.773535905,1.307126378,7.439408216,6,9.772,20,5.840499934,-6.093743125,-3.70298313,254
Grant Anderson,28,MIL,RP,,2.832717096,2.959893926,59,53.44736207,22.87807286,57.73126315,26.4502928,0,4.034790427,1.29365144,8.80646387,0,0,58,7.878236046,-6.098524575,-2.540810046,
Greg Weissert,31,BOS,RP,,3.717327288,3.130049899,64,62.03221532,22.2692477,56.56215741,30.00167179,1.0586,4.218985095,1.31721036,7.954053386,0,0,65,8.142633538,-6.160165293,-2.602450763,
PJ Poulin,29,WSN,RP,,2.845664336,2.299612641,60,55.75246573,24.70588596,57.57008244,27.14212344,2.7805,4.071318516,1.340972528,8.635512366,0,0.6,57,6.593860811,-6.166846295,-2.609131765,
Bryce Elder,26,ATL,SP,,7.060581364,8.330922128,132,134.8057283,44.33395502,99.10202131,65.553539,0,4.469559477,1.357118813,6.756955999,11,22.812,27,16.66266235,-6.179512234,-3.788752239,
Josh Sborz,32,TEX,RP,,2.618075856,2.239486927,52,46.30913877,19.92114635,53.0205173,23.56148445,0,4.077949232,1.273659329,9.176627994,0,0,51,6.488495237,-6.183317164,-2.625602634,
Griffin Canning,29,SD,SP,,5.840924207,6.969039193,105,101.1664607,40.70859215,88.12121798,51.96251723,0,4.453930048,1.35119098,7.553247255,8,18.564,26,15.34301856,-6.186150803,-3.795390809,
Eric Orze,28,MIN,RP,,3.202403227,2.503729612,61,55.48629131,26.33719519,60.84809381,27.62204047,0.7949,4.075383021,1.341368631,8.977587612,0,0,53,7.142760084,-6.187775805,-2.630061275,
John Schreiber,31,KC,RP,,3.069127986,2.722540403,62,58.68267412,22.01908746,56.60238915,28.60210726,0.7555,4.151918796,1.301641316,8.216475844,0,0,65,7.402655542,-6.188221425,-2.630506895,
Joel Payamps,31,ATL,RP,,2.683204388,2.09420685,53,50.58572038,16.53812591,48.51131431,23.87350052,0,4.053990654,1.266487666,8.237770354,0,0,53,6.849424257,-6.199303579,-2.641589049,
Eric Lauer,30,TOR,SP,RP,3.820017539,3.732873042,71,67.83050695,23.9880897,58.00833076,34.04529383,0,4.315600627,1.293219671,7.353168688,0,6.724,40,10.94953938,-6.238382905,-3.84762291,431
Brock Burke,29,CIN,RP,,3.165902581,2.635268896,62,60.05200304,19.97475216,53.99253267,29.13467839,0.6548,4.229227508,1.290754116,7.83762571,0,0.3,63,8.450265404,-6.255604588,-2.697890058,
Tim Herrin,29,CLE,RP,,2.983938163,2.513166164,54,47.62401191,25.76970488,53.12018789,23.0224996,0,3.837083267,1.359142904,8.853364648,0,0,56,5.354885443,-6.260788043,-2.703073513,
Evan Phillips,31,LAD,RP,,1.818386624,1.295635758,34,29.54254937,10.77159597,25.94041251,13.37485879,0.25,3.540403797,1.185710157,6.866579781,0,0,40,3.880048347,-6.271379868,-2.713665338,
Pierce Johnson,34,CIN,RP,,2.936128623,2.459238774,57,52.33089989,22.53048225,62.47548035,27.34002912,1.2548,4.316846703,1.313357581,9.864549529,0,0,60,8.442596751,-6.280240942,-2.722526413,
Andrew Painter,22,PHI,SP,,5.604796027,7.188642992,108,106.6876681,37.68048673,90.05377772,54.34202402,0,4.528502001,1.336742174,7.504481477,8,19.764,28,16.322807,-6.283567198,-3.892807203,315
David Festa,25,MIN,SP,,3.266002426,4.380826206,60,56.59317937,21.83811528,51.94568992,27.74105263,0.15,4.161157894,1.307188244,7.791853488,6,9.996,20,7.659926127,-6.313907695,-3.923147701,
Hogan Harris,29,ATH,RP,,3.479616179,3.186272527,74,69.0268308,35.16491381,66.70178197,36.34276818,9.1174,4.4200664,1.407996549,8.112378888,0,2.7,56,9.466022983,-6.329721255,-2.772006725,
Chris Paddack,30,MIA,SP,RP,6.333920301,9.998551333,133,138.4908999,34.27778687,95.95201036,69.3469617,0.1,4.692651543,1.299012682,6.492993182,10,22.936,34,21.03356737,-6.329955138,-3.939195143,
Ryne Stanek,34,STL,RP,,3.12549223,3.030252745,56,50.2173435,26.42227381,56.59706666,26.37988245,3.5512,4.239623966,1.368564595,9.095957142,0,0,59,7.32184402,-6.337760976,-2.780046446,
Mick Abel,24,MIN,SP,,6.082801,7.863569385,124,116.8340741,52.86874072,106.6595988,61.82194472,0,4.487076633,1.368571087,7.741422494,9,23.236,28,16.13568422,-6.352493176,-3.961733182,477
Brenan Hanifee,27,DET,RP,,2.822726686,2.601105978,61,61.8700015,17.19697522,42.49375439,26.86073269,0,3.963058922,1.296179946,6.26957032,0,1.2,55,6.141553651,-6.362038447,-2.804323917,
Justin Lawrence,31,PIT,RP,,3.006400818,2.624707435,57,52.4679468,25.73996906,55.79643373,25.45103374,1.2575,4.018584274,1.372068699,8.809963221,0,0,53,5.405567962,-6.382341772,-2.824627242,
Ryan Brasier,38,TEX,RP,,2.082111685,1.789483869,44,41.02417104,13.02139127,37.32292784,19.59119311,0,4.007289499,1.228308234,7.63423524,0,0.3,44,5.541329347,-6.404664312,-2.846949782,
Kade Strowd,28,ARI,RP,,3.172681318,2.427031305,59,55.92624544,25.09778552,57.32307587,27.15145711,2.026,4.141747695,1.37328866,8.744198014,0,0,55,6.057862545,-6.404886666,-2.847172136,
Dietrich Enns,34,BAL,RP,,3.731536862,3.921907055,77,76.62851592,26.54841368,62.99327028,36.19415662,0.2,4.230485838,1.339960125,7.362849773,0,5.7,47,10.3743777,-6.4168828,-2.85916827,
Jose Butto,27,SF,RP,,3.194857406,3.564325521,66,61.90901101,27.871438,58.60181179,30.78957087,2.29,4.198577847,1.360309834,7.991156153,0,0.3,61,7.457694304,-6.435396713,-2.877682184,
Jonathan Bowlan,29,PHI,RP,,2.895279016,2.477437512,63,60.25751217,22.46028599,55.21734197,29.16669022,0,4.166670031,1.312980923,7.888191709,0,2.4,49,8.231474135,-6.438618532,-2.880904002,
Wandy Peralta,34,SD,RP,,2.954169301,2.634372746,58,53.98137177,24.44881207,47.43263287,25.0649379,0,3.889386915,1.352244549,7.360236134,0,0.3,60,5.581371975,-6.439824367,-2.882109837,
Cole Henry,26,WSN,RP,,2.456160437,2.613808327,59,53.80828948,30.05453226,58.88424525,30.37863455,13.0136,4.634028999,1.421403758,8.982342496,0,0.6,58,8.250831845,-6.443701922,-2.885987392,
Jacob Webb,32,CHC,RP,,2.91196405,2.414490586,56,50.67872103,21.48748816,51.35141492,26.66283537,0.1,4.285098542,1.288682307,8.252905969,0,0,54,7.773412276,-6.450445438,-2.892730908,
Ryan Yarbrough,34,NYY,RP,SP,3.222333652,3.140465673,64,62.11460282,19.44096015,50.75256949,31.04752578,0.1,4.366058312,1.274305671,7.137080084,0,3.724,39,9.563374323,-6.450513782,-2.892799252,
Isaac Mattson,30,PIT,RP,,3.039825995,2.870763292,63,57.70733149,27.94734109,61.61555504,29.90623171,2.3149,4.272318816,1.359597977,8.802222149,0,0.3,57,8.094854565,-6.466040224,-2.908325694,
Nick Mears,29,KC,RP,,3.141993617,2.408989828,57,53.61707234,21.6418352,56.3449272,27.20918363,0.1,4.296186889,1.320331711,8.896567453,0,0,59,7.407132854,-6.470858802,-2.913144272,
Ryan Fernandez,27,STL,RP,,2.601721966,2.284580158,50,45.77703747,21.57976746,51.52425288,22.26183131,0.1,4.007129637,1.347136099,9.274365518,0,0,45,5.663530852,-6.494656737,-2.936942208,
Caleb Ferguson,29,CIN,RP,,2.998523412,2.512363885,57,53.99391913,21.95963968,50.95616209,26.09410982,0,4.120122602,1.332518576,8.045709804,0,0.3,61,6.273218461,-6.502910187,-2.945195657,
Ryan Zeferjahn,27,LAA,RP,,3.098283509,2.710992772,56,48.22573457,28.74663324,64.28926437,26.61151831,0.8542,4.276851157,1.374506568,10.3322032,0,0.3,56,7.686665233,-6.507917196,-2.950202666,
Cole Sulser,35,TB,RP,,2.569875165,2.181579254,53,49.79205203,19.00473445,49.43296282,24.61918529,0,4.18061637,1.298052575,8.394276705,0,0.3,49,6.980047907,-6.516871534,-2.959157004,
Jimmy Herget,32,COL,RP,,3.344803745,3.386915851,74,74.65831309,23.4239553,68.9298888,37.49026694,2.7916,4.55962706,1.325436059,8.383364854,0,0,66,11.28420967,-6.524107505,-2.966392976,
Drey Jameson,28,ARI,SP,,3.178457602,2.467573215,64,62.55297717,24.03676722,54.31036091,30.09963774,2.0391,4.232761557,1.352964756,7.637394503,0,3.6,43,7.216762246,-6.527246369,-4.136486374,
Andre Pallante,27,STL,SP,,7.474591687,9.804206311,134,137.5277418,51.28999547,89.98908669,64.24312771,0,4.314836936,1.409087591,6.044043136,11,24.06,27,12.7142872,-6.545056944,-4.15429695,
Colin Rea,35,CHC,SP,RP,4.686051121,6.318690275,94,95.45878241,28.42891981,64.36396821,46.70438631,0.1,4.471696562,1.317954279,6.162507594,10,12.22,37,13.90097894,-6.573024999,-4.182265004,478
Lance McCullers Jr.,32,HOU,SP,,5.343589703,6.868897714,95,87.46477364,46.35507645,92.7121273,46.96696989,0,4.44950241,1.408630001,8.783254165,7,17.588,25,12.23696288,-6.589242317,-4.198482322,
Adbert Alzolay,30,NYM,RP,,2.048228498,1.639217008,39,36.65090625,12.03986028,37.03318348,17.82234388,0,4.112848587,1.248481193,8.546119265,0,0.3,38,5.351689022,-6.599197113,-3.041482584,
Trevor McDonald,25,SF,SP,,4.103068045,5.719052124,88,89.0706889,29.36153097,58.04619522,41.38420275,0,4.232475281,1.34582068,5.936542693,9,12.22,32,9.27243531,-6.617220334,-4.22646034,
Rhett Lowder,23,CIN,SP,,5.135016227,6.346048227,113,114.0045785,35.92432753,79.20091962,56.90845374,0,4.532531714,1.326804478,6.308037846,8,21.612,28,15.89216408,-6.651904376,-4.261144382,456
Jack Perkins,26,ATH,RP,,2.080133857,1.916580896,44,38.57284436,19.18314681,34.51166173,18.88925454,0.3,3.863711156,1.312636163,7.059203535,0,4.2,25,4.876136681,-6.673249774,-3.115535244,
Brad Lord,26,WSN,RP,SP,5.472528826,10.85881558,101,104.5330905,33.90943257,78.62159953,50.36706478,0.15,4.488154288,1.37071805,7.005885107,11,12.868,48,12.51061282,-6.683075317,-3.125360787,
Spencer Arrighetti,26,HOU,SP,,4.633468978,6.627173538,90,83.07425881,40.54696148,86.66353,45.44549426,0,4.544549426,1.373569114,8.666353,8,14.492,23,13.45618985,-6.685926708,-4.295166713,356
Clarke Schmidt,30,NYY,SP,,2.348102299,2.901266251,47,42.57812901,17.75661238,30.8737454,20.86180218,0,3.994813183,1.283717902,5.9119938,5,6.948,17,6.183656837,-6.695526819,-4.304766825,
DL Hall,27,MIL,RP,,2.844185496,2.348769235,56,51.11081862,24.9111323,50.01737713,25.70508847,0,4.131174933,1.357534838,8.038507039,0,3.6,39,6.686080926,-6.712046962,-3.154332432,
Spencer Bivens,31,SF,RP,,3.244220989,3.276289519,70,71.30997992,22.88256978,51.2174969,32.77788009,0.6,4.214298868,1.345607853,6.585106744,0,0.3,60,7.888434984,-6.712545057,-3.154830527,
Javier Assad,28,CHC,SP,,3.772469456,3.568037962,73,70.98196768,28.06402622,50.81196476,34.23164222,0,4.220339452,1.356794437,6.264488806,0,7.024,38,8.882070112,-6.740821218,-4.350061224,
Scott Barlow,33,ATH,RP,,2.974119602,2.556581647,56,49.6645491,29.05921984,58.51919392,26.78089603,2.2035,4.304072576,1.405781588,9.404870451,0,0.3,60,6.570509682,-6.7481281,-3.19041357,
